id,time,activity,call,circumplex.arousal,circumplex.valence,mood,screen,sms,timedelta,appCat.work,appCat.free_time,appCat.others,activity_1lagvalues,activity_2lagvalues,activity_3lagvalues,call_1lagvalues,call_2lagvalues,call_3lagvalues,circumplex.arousal_1lagvalues,circumplex.arousal_2lagvalues,circumplex.arousal_3lagvalues,circumplex.valence_1lagvalues,circumplex.valence_2lagvalues,circumplex.valence_3lagvalues,mood_1lagvalues,mood_2lagvalues,mood_3lagvalues,screen_1lagvalues,screen_2lagvalues,screen_3lagvalues,sms_1lagvalues,sms_2lagvalues,sms_3lagvalues,appCat.work_1lagvalues,appCat.work_2lagvalues,appCat.work_3lagvalues,appCat.free_time_1lagvalues,appCat.free_time_2lagvalues,appCat.free_time_3lagvalues,appCat.others_1lagvalues,appCat.others_2lagvalues,appCat.others_3lagvalues,weekend
AS14.01,2014-04-02,0.10191661063822345,1.0,0.3333333333333333,0.6666666666666666,6.5,94.50668584034509,0.0,1.0,119.95075382775119,144.77435756065825,44.88094836956522,0.11844324271273599,0.07050548088338955,0.049092970521542004,1.0,1.0,0.0,0.2,0.0,-0.5,0.0,0.6,0.75,6.0,7.4,7.5,90.38897895812988,95.45833871249225,167.52644447927136,0.0,0.0,0.0,51.76242208390964,23.895402298850573,7.818207547169812,200.13685793807645,200.5245041609667,288.3593492063492,149.65052513227513,102.75108235294118,83.86833333333334,0
AS14.01,2014-04-03,0.04923847270844108,1.0,-1.2,0.0,6.4,79.8575932863933,0.0,1.0,34.58708036890646,140.60566900363347,47.401517948717945,0.10191661063822345,0.11844324271273599,0.07050548088338955,1.0,1.0,1.0,0.3333333333333333,0.2,0.0,0.6666666666666666,0.0,0.6,6.5,6.0,7.4,94.50668584034509,90.38897895812988,95.45833871249225,0.0,0.0,0.0,119.95075382775119,51.76242208390964,23.895402298850573,144.77435756065825,200.13685793807645,200.5245041609667,44.88094836956522,149.65052513227513,102.75108235294118,0
AS14.01,2014-04-04,0.12668931120732582,1.0,0.2,0.4,6.2,80.38578571437243,1.0,1.0,10.197026041666666,213.0805963870199,54.60536675824176,0.04923847270844108,0.10191661063822345,0.11844324271273599,1.0,1.0,1.0,-1.2,0.3333333333333333,0.2,0.0,0.6666666666666666,0.0,6.4,6.5,6.0,79.8575932863933,94.50668584034509,90.38897895812988,0.0,0.0,0.0,34.58708036890646,119.95075382775119,51.76242208390964,140.60566900363347,144.77435756065825,200.13685793807645,47.401517948717945,44.88094836956522,149.65052513227513,0
AS14.01,2014-04-05,0.1190023022034455,0.0,-0.4,0.6,6.8,53.022714285623465,0.0,1.0,163.00204301075263,159.47818,56.131928571428574,0.12668931120732582,0.04923847270844108,0.10191661063822345,1.0,1.0,1.0,0.2,-1.2,0.3333333333333333,0.4,0.0,0.6666666666666666,6.2,6.4,6.5,80.38578571437243,79.8575932863933,94.50668584034509,1.0,0.0,0.0,10.197026041666666,34.58708036890646,119.95075382775119,213.0805963870199,140.60566900363347,144.77435756065825,54.60536675824176,47.401517948717945,44.88094836956522,1
AS14.01,2014-04-06,0.06440779944246812,1.0,-0.75,0.5,6.5,82.05848351415695,0.0,1.0,33.94523880597015,263.04118571428575,29.103133333333336,0.1190023022034455,0.12668931120732582,0.04923847270844108,0.0,1.0,1.0,-0.4,0.2,-1.2,0.6,0.4,0.0,6.8,6.2,6.4,53.022714285623465,80.38578571437243,79.8575932863933,0.0,1.0,0.0,163.00204301075263,10.197026041666666,34.58708036890646,159.47818,213.0805963870199,140.60566900363347,56.131928571428574,54.60536675824176,47.401517948717945,1
AS14.01,2014-04-07,0.050670621174317886,1.0,-0.6666666666666666,0.25,6.5,80.70804098199625,0.0,1.0,33.411813740458015,193.01153682170545,132.99325000000002,0.06440779944246812,0.1190023022034455,0.12668931120732582,1.0,0.0,1.0,-0.75,-0.4,0.2,0.5,0.6,0.4,6.5,6.8,6.2,82.05848351415695,53.022714285623465,80.38578571437243,0.0,0.0,1.0,33.94523880597015,163.00204301075263,10.197026041666666,263.04118571428575,159.47818,213.0805963870199,29.103133333333336,56.131928571428574,54.60536675824176,0
AS14.01,2014-04-08,0.07532705826134847,1.0,-0.4,0.3333333333333333,6.6,71.2317547258341,0.0,1.0,12.062917197452228,273.17960968829675,48.002071428571426,0.050670621174317886,0.06440779944246812,0.1190023022034455,1.0,1.0,0.0,-0.6666666666666666,-0.75,-0.4,0.25,0.5,0.6,6.5,6.5,6.8,80.70804098199625,82.05848351415695,53.022714285623465,0.0,0.0,0.0,33.411813740458015,33.94523880597015,163.00204301075263,193.01153682170545,263.04118571428575,159.47818,132.99325000000002,29.103133333333336,56.131928571428574,0
AS14.01,2014-04-09,0.12038411453232874,1.0,-0.8,1.0,7.4,67.4541741342687,0.0,1.0,9.582555555555558,160.6893175154321,158.80355,0.07532705826134847,0.050670621174317886,0.06440779944246812,1.0,1.0,1.0,-0.4,-0.6666666666666666,-0.75,0.3333333333333333,0.25,0.5,6.6,6.5,6.5,71.2317547258341,80.70804098199625,82.05848351415695,0.0,0.0,0.0,12.062917197452228,33.411813740458015,33.94523880597015,273.17960968829675,193.01153682170545,263.04118571428575,48.002071428571426,132.99325000000002,29.103133333333336,0
AS14.01,2014-04-10,0.07896310519489107,1.0,-0.4,0.8,7.4,101.0445543398028,0.0,1.0,29.880560747663548,260.20946333333336,38.66900833333334,0.12038411453232874,0.07532705826134847,0.050670621174317886,1.0,1.0,1.0,-0.8,-0.4,-0.6666666666666666,1.0,0.3333333333333333,0.25,7.4,6.6,6.5,67.4541741342687,71.2317547258341,80.70804098199625,0.0,0.0,0.0,9.582555555555558,12.062917197452228,33.411813740458015,160.6893175154321,273.17960968829675,193.01153682170545,158.80355,48.002071428571426,132.99325000000002,0
AS14.01,2014-04-11,0.07998620207306051,0.0,-1.2,0.8,7.0,85.58411382271994,0.0,1.0,39.746673809523806,196.99199626509852,66.65911111111112,0.07896310519489107,0.12038411453232874,0.07532705826134847,1.0,1.0,1.0,-0.4,-0.8,-0.4,0.8,1.0,0.3333333333333333,7.4,7.4,6.6,101.0445543398028,67.4541741342687,71.2317547258341,0.0,0.0,0.0,29.880560747663548,9.582555555555558,12.062917197452228,260.20946333333336,160.6893175154321,273.17960968829675,38.66900833333334,158.80355,48.002071428571426,0
AS14.01,2014-04-12,0.07224906147031818,0.0,-0.75,0.75,7.25,250.01721278657288,0.0,1.0,5.600851851851849,369.6502028985507,30.41710857142857,0.07998620207306051,0.07896310519489107,0.12038411453232874,0.0,1.0,1.0,-1.2,-0.4,-0.8,0.8,0.8,1.0,7.0,7.4,7.4,85.58411382271994,101.0445543398028,67.4541741342687,0.0,0.0,0.0,39.746673809523806,29.880560747663548,9.582555555555558,196.99199626509852,260.20946333333336,160.6893175154321,66.65911111111112,38.66900833333334,158.80355,1
AS14.01,2014-04-13,0.014021328954370723,0.0,-1.25,1.0,8.0,57.30717140606473,0.0,1.0,15.458619718309858,127.28573913043476,8.564454545454545,0.07224906147031818,0.07998620207306051,0.07896310519489107,0.0,0.0,1.0,-0.75,-1.2,-0.4,0.75,0.8,0.8,7.25,7.0,7.4,250.01721278657288,85.58411382271994,101.0445543398028,0.0,0.0,0.0,5.600851851851849,39.746673809523806,29.880560747663548,369.6502028985507,196.99199626509852,260.20946333333336,30.41710857142857,66.65911111111112,38.66900833333334,1
AS14.01,2014-04-14,0.08388731446988419,1.0,-1.2,0.6,7.2,138.3495999941459,1.0,1.0,20.350695075757578,429.8645996168583,60.64381609195403,0.014021328954370723,0.07224906147031818,0.07998620207306051,0.0,0.0,0.0,-1.25,-0.75,-1.2,1.0,0.75,0.8,8.0,7.25,7.0,57.30717140606473,250.01721278657288,85.58411382271994,0.0,0.0,0.0,15.458619718309858,5.600851851851849,39.746673809523806,127.28573913043476,369.6502028985507,196.99199626509852,8.564454545454545,30.41710857142857,66.65911111111112,0
AS14.01,2014-04-15,0.09011215278072525,1.0,0.0,0.8,6.4,101.38226118194527,1.0,1.0,11.08334599156118,191.03406894017576,46.75071428571428,0.08388731446988419,0.014021328954370723,0.07224906147031818,1.0,0.0,0.0,-1.2,-1.25,-0.75,0.6,1.0,0.75,7.2,8.0,7.25,138.3495999941459,57.30717140606473,250.01721278657288,1.0,0.0,0.0,20.350695075757578,15.458619718309858,5.600851851851849,429.8645996168583,127.28573913043476,369.6502028985507,60.64381609195403,8.564454545454545,30.41710857142857,0
AS14.01,2014-04-16,0.1161103361271222,0.0,0.75,0.5,7.2,75.89378787243007,1.0,1.0,6.198744966442954,126.63225823754789,29.156033333333333,0.09011215278072525,0.08388731446988419,0.014021328954370723,1.0,1.0,0.0,0.0,-1.2,-1.25,0.8,0.6,1.0,6.4,7.2,8.0,101.38226118194527,138.3495999941459,57.30717140606473,1.0,1.0,0.0,11.08334599156118,20.350695075757578,15.458619718309858,191.03406894017576,429.8645996168583,127.28573913043476,46.75071428571428,60.64381609195403,8.564454545454545,0
AS14.01,2014-04-17,0.05691785667209682,1.0,-0.4,0.6,6.6,150.18480000734337,0.0,1.0,4.8867345132743365,207.43262935779816,27.325266666666668,0.1161103361271222,0.09011215278072525,0.08388731446988419,0.0,1.0,1.0,0.75,0.0,-1.2,0.5,0.8,0.6,7.2,6.4,7.2,75.89378787243007,101.38226118194527,138.3495999941459,1.0,1.0,1.0,6.198744966442954,11.08334599156118,20.350695075757578,126.63225823754789,191.03406894017576,429.8645996168583,29.156033333333333,46.75071428571428,60.64381609195403,0
AS14.01,2014-04-18,0.09403300669497609,1.0,-0.8,0.8,6.8,156.86894185598499,0.0,1.0,30.606482794577683,350.57369186991866,50.28833333333333,0.05691785667209682,0.1161103361271222,0.09011215278072525,1.0,0.0,1.0,-0.4,0.75,0.0,0.6,0.5,0.8,6.6,7.2,6.4,150.18480000734337,75.89378787243007,101.38226118194527,0.0,1.0,1.0,4.8867345132743365,6.198744966442954,11.08334599156118,207.43262935779816,126.63225823754789,191.03406894017576,27.325266666666668,29.156033333333333,46.75071428571428,0
AS14.01,2014-04-19,0.09943191172384026,1.0,-0.2,1.0,7.8,162.1127804953878,0.0,1.0,23.5687311827957,178.7893722943723,104.71873333333335,0.09403300669497609,0.05691785667209682,0.1161103361271222,1.0,1.0,0.0,-0.8,-0.4,0.75,0.8,0.6,0.5,6.8,6.6,7.2,156.86894185598499,150.18480000734337,75.89378787243007,0.0,0.0,1.0,30.606482794577683,4.8867345132743365,6.198744966442954,350.57369186991866,207.43262935779816,126.63225823754789,50.28833333333333,27.325266666666668,29.156033333333333,1
AS14.01,2014-04-20,0.07481624304311597,1.0,-0.25,0.75,7.25,93.74739326252029,1.0,1.0,11.447424657534247,211.15926149425286,18.9439,0.09943191172384026,0.09403300669497609,0.05691785667209682,1.0,1.0,1.0,-0.2,-0.8,-0.4,1.0,0.8,0.6,7.8,6.8,6.6,162.1127804953878,156.86894185598499,150.18480000734337,0.0,0.0,0.0,23.5687311827957,30.606482794577683,4.8867345132743365,178.7893722943723,350.57369186991866,207.43262935779816,104.71873333333335,50.28833333333333,27.325266666666668,1
AS14.01,2014-04-21,0.10204105896824717,1.0,-0.25,1.0,7.6,64.96594913935257,0.0,1.0,44.50839482200646,123.57447515527952,55.45733333333333,0.07481624304311597,0.09943191172384026,0.09403300669497609,1.0,1.0,1.0,-0.25,-0.2,-0.8,0.75,1.0,0.8,7.25,7.8,6.8,93.74739326252029,162.1127804953878,156.86894185598499,1.0,0.0,0.0,11.447424657534247,23.5687311827957,30.606482794577683,211.15926149425286,178.7893722943723,350.57369186991866,18.9439,104.71873333333335,50.28833333333333,0
AS14.01,2014-04-22,0.09192955182229205,1.0,0.2,1.0,7.4,84.64628414899272,0.0,1.0,18.50147814207651,153.81514506172843,30.679761904761904,0.10204105896824717,0.07481624304311597,0.09943191172384026,1.0,1.0,1.0,-0.25,-0.25,-0.2,1.0,0.75,1.0,7.6,7.25,7.8,64.96594913935257,93.74739326252029,162.1127804953878,0.0,1.0,0.0,44.50839482200646,11.447424657534247,23.5687311827957,123.57447515527952,211.15926149425286,178.7893722943723,55.45733333333333,18.9439,104.71873333333335,0
AS14.01,2014-04-23,0.04598568913376553,1.0,0.2,1.0,7.6,96.90226666291557,0.0,1.0,13.98067605633803,136.59811818181817,29.515787878787876,0.09192955182229205,0.10204105896824717,0.07481624304311597,1.0,1.0,1.0,0.2,-0.25,-0.25,1.0,1.0,0.75,7.4,7.6,7.25,84.64628414899272,64.96594913935257,93.74739326252029,0.0,0.0,1.0,18.50147814207651,44.50839482200646,11.447424657534247,153.81514506172843,123.57447515527952,211.15926149425286,30.679761904761904,55.45733333333333,18.9439,0
AS14.01,2014-04-24,0.05090298819403429,1.0,-0.4,1.0,7.6,206.41568224452377,0.0,1.0,51.6339197368421,245.26616219269104,48.1477123655914,0.04598568913376553,0.09192955182229205,0.10204105896824717,1.0,1.0,1.0,0.2,0.2,-0.25,1.0,1.0,1.0,7.6,7.4,7.6,96.90226666291557,84.64628414899272,64.96594913935257,0.0,0.0,0.0,13.98067605633803,18.50147814207651,44.50839482200646,136.59811818181817,153.81514506172843,123.57447515527952,29.515787878787876,30.679761904761904,55.45733333333333,0
AS14.01,2014-04-25,0.10906106363682745,1.0,-0.2,0.8,7.2,99.1059716288925,1.0,1.0,13.312997435897433,198.18183833435393,53.04889215686274,0.05090298819403429,0.04598568913376553,0.09192955182229205,1.0,1.0,1.0,-0.4,0.2,0.2,1.0,1.0,1.0,7.6,7.6,7.4,206.41568224452377,96.90226666291557,84.64628414899272,0.0,0.0,0.0,51.6339197368421,13.98067605633803,18.50147814207651,245.26616219269104,136.59811818181817,153.81514506172843,48.1477123655914,29.515787878787876,30.679761904761904,0
AS14.01,2014-04-26,0.214248771624235,1.0,-0.2,1.0,7.6,221.17169999054497,1.0,1.0,15.549265151515149,974.7326046511628,50.96398333333333,0.10906106363682745,0.05090298819403429,0.04598568913376553,1.0,1.0,1.0,-0.2,-0.4,0.2,0.8,1.0,1.0,7.2,7.6,7.6,99.1059716288925,206.41568224452377,96.90226666291557,1.0,0.0,0.0,13.312997435897433,51.6339197368421,13.98067605633803,198.18183833435393,245.26616219269104,136.59811818181817,53.04889215686274,48.1477123655914,29.515787878787876,1
AS14.01,2014-04-27,0.030478923798963695,0.0,0.0,1.0,7.5,107.5577735855895,0.0,1.0,15.747731707317069,201.68402651515152,115.72473333333332,0.214248771624235,0.10906106363682745,0.05090298819403429,1.0,1.0,1.0,-0.2,-0.2,-0.4,1.0,0.8,1.0,7.6,7.2,7.6,221.17169999054497,99.1059716288925,206.41568224452377,1.0,1.0,0.0,15.549265151515149,13.312997435897433,51.6339197368421,974.7326046511628,198.18183833435393,245.26616219269104,50.96398333333333,53.04889215686274,48.1477123655914,1
AS14.01,2014-04-28,0.0196753225383989,1.0,-0.8,0.8,7.6,121.43629213129535,0.0,1.0,63.20355847953216,367.86033095238093,29.378833333333333,0.030478923798963695,0.214248771624235,0.10906106363682745,0.0,1.0,1.0,0.0,-0.2,-0.2,1.0,1.0,0.8,7.5,7.6,7.2,107.5577735855895,221.17169999054497,99.1059716288925,0.0,1.0,1.0,15.747731707317069,15.549265151515149,13.312997435897433,201.68402651515152,974.7326046511628,198.18183833435393,115.72473333333332,50.96398333333333,53.04889215686274,0
AS14.01,2014-04-29,0.10275824852950448,0.0,-0.25,1.0,7.0,77.1891372460945,0.0,1.0,38.05692805755397,383.16910179324896,50.687294736842105,0.0196753225383989,0.030478923798963695,0.214248771624235,1.0,0.0,1.0,-0.8,0.0,-0.2,0.8,1.0,1.0,7.6,7.5,7.6,121.43629213129535,107.5577735855895,221.17169999054497,0.0,0.0,1.0,63.20355847953216,15.747731707317069,15.549265151515149,367.86033095238093,201.68402651515152,974.7326046511628,29.378833333333333,115.72473333333332,50.96398333333333,0
AS14.01,2014-04-30,0.1510514590407472,1.0,-0.4,0.75,7.8,79.78786955709045,0.0,1.0,69.66437005649718,77.70535769230769,62.731750000000005,0.10275824852950448,0.0196753225383989,0.030478923798963695,0.0,1.0,0.0,-0.25,-0.8,0.0,1.0,0.8,1.0,7.0,7.6,7.5,77.1891372460945,121.43629213129535,107.5577735855895,0.0,0.0,0.0,38.05692805755397,63.20355847953216,15.747731707317069,383.16910179324896,367.86033095238093,201.68402651515152,50.687294736842105,29.378833333333333,115.72473333333332,0
AS14.01,2014-05-01,0.03706526814765703,1.0,-0.4,1.0,8.0,81.24058637943567,1.0,1.0,66.83643166666666,244.28629828797193,25.376266666666666,0.1510514590407472,0.10275824852950448,0.0196753225383989,1.0,0.0,1.0,-0.4,-0.25,-0.8,0.75,1.0,0.8,7.8,7.0,7.6,79.78786955709045,77.1891372460945,121.43629213129535,0.0,0.0,0.0,69.66437005649718,38.05692805755397,63.20355847953216,77.70535769230769,383.16910179324896,367.86033095238093,62.731750000000005,50.687294736842105,29.378833333333333,0
AS14.01,2014-05-02,0.07734101929677568,0.0,-0.2,1.0,7.6,120.70815200614929,0.0,1.0,41.136633333333336,162.4620637254902,12.030100000000001,0.03706526814765703,0.1510514590407472,0.10275824852950448,1.0,1.0,0.0,-0.4,-0.4,-0.25,1.0,0.75,1.0,8.0,7.8,7.0,81.24058637943567,79.78786955709045,77.1891372460945,1.0,0.0,0.0,66.83643166666666,69.66437005649718,38.05692805755397,244.28629828797193,77.70535769230769,383.16910179324896,25.376266666666666,62.731750000000005,50.687294736842105,0
AS14.01,2014-05-03,0.07174088489517204,0.0,-0.2,1.0,8.0,109.14714667638141,1.0,1.0,46.69626602564102,222.81040586189766,213.24805,0.07734101929677568,0.03706526814765703,0.1510514590407472,0.0,1.0,1.0,-0.2,-0.4,-0.4,1.0,1.0,0.75,7.6,8.0,7.8,120.70815200614929,81.24058637943567,79.78786955709045,0.0,1.0,0.0,41.136633333333336,66.83643166666666,69.66437005649718,162.4620637254902,244.28629828797193,77.70535769230769,12.030100000000001,25.376266666666666,62.731750000000005,1
AS14.01,2014-05-04,0.13619180837703834,0.0,-0.5,1.0,8.0,92.01867186650632,0.0,1.0,18.509873684210522,306.5086239583334,7.105000000000001,0.07174088489517204,0.07734101929677568,0.03706526814765703,0.0,0.0,1.0,-0.2,-0.2,-0.4,1.0,1.0,1.0,8.0,7.6,8.0,109.14714667638141,120.70815200614929,81.24058637943567,1.0,0.0,1.0,46.69626602564102,41.136633333333336,66.83643166666666,222.81040586189766,162.4620637254902,244.28629828797193,213.24805,12.030100000000001,25.376266666666666,1
AS14.02,2014-03-19,0.31563175685064315,1.0,0.4,0.4,6.8,49.5924666679267,1.0,1.0,11.430573529411765,58.78119514767931,35.31323958333333,0.2194843842554376,0.16806841495032573,0.0,1.0,1.0,1.0,0.6,0.5,0.0,0.8,0.5,0.0,8.2,6.75,6.333333333333333,27.51506708162587,76.38924061086837,39.221015996933005,1.0,0.0,1.0,18.21343356643356,9.313234848484845,24.616626262626266,73.87582013858173,560.0975157894737,146.11604741000878,17.744400000000002,12.962374999999998,21.479263157894735,0
AS14.02,2014-03-20,0.23902496021034733,1.0,-0.5,0.75,7.25,34.3333385929348,1.0,1.0,12.013358108108111,61.121926470588235,10.857125,0.31563175685064315,0.2194843842554376,0.16806841495032573,1.0,1.0,1.0,0.4,0.6,0.5,0.4,0.8,0.5,6.8,8.2,6.75,49.5924666679267,27.51506708162587,76.38924061086837,1.0,1.0,0.0,11.430573529411765,18.21343356643356,9.313234848484845,58.78119514767931,73.87582013858173,560.0975157894737,35.31323958333333,17.744400000000002,12.962374999999998,0
AS14.02,2014-03-21,0.2896279249001075,1.0,-0.75,0.75,7.5,75.37737161565468,1.0,1.0,12.459793296089394,214.03209375000003,34.058,0.23902496021034733,0.31563175685064315,0.2194843842554376,1.0,1.0,1.0,-0.5,0.4,0.6,0.75,0.4,0.8,7.25,6.8,8.2,34.3333385929348,49.5924666679267,27.51506708162587,1.0,1.0,1.0,12.013358108108111,11.430573529411765,18.21343356643356,61.121926470588235,58.78119514767931,73.87582013858173,10.857125,35.31323958333333,17.744400000000002,0
AS14.02,2014-03-22,0.44604368683290135,1.0,-1.0,-0.5,6.5,35.13686112452438,1.0,1.0,9.019934579439248,69.37403068455454,30.816820512820513,0.2896279249001075,0.23902496021034733,0.31563175685064315,1.0,1.0,1.0,-0.75,-0.5,0.4,0.75,0.75,0.4,7.5,7.25,6.8,75.37737161565468,34.3333385929348,49.5924666679267,1.0,1.0,1.0,12.459793296089394,12.013358108108111,11.430573529411765,214.03209375000003,61.121926470588235,58.78119514767931,34.058,10.857125,35.31323958333333,1
AS14.02,2014-03-23,0.26969715703353236,1.0,-1.0,0.0,6.25,32.11721277067848,1.0,1.0,7.645350427350427,78.73771856209149,39.300004716981135,0.44604368683290135,0.2896279249001075,0.23902496021034733,1.0,1.0,1.0,-1.0,-0.75,-0.5,-0.5,0.75,0.75,6.5,7.5,7.25,35.13686112452438,75.37737161565468,34.3333385929348,1.0,1.0,1.0,9.019934579439248,12.459793296089394,12.013358108108111,69.37403068455454,214.03209375000003,61.121926470588235,30.816820512820513,34.058,10.857125,1
